fecha,zona_prov,w_median
2018-04-01,BUENOS AIRES,24822
2018-04-01,CAPITAL FEDERAL,27039
2018-04-01,CATAMARCA,18990
2018-04-01,CHACO,21715
2018-04-01,CHUBUT,30924
2018-04-01,CORDOBA,23925
2018-04-01,CORRIENTES,20695
2018-04-01,ENTRE RIOS,22684
2018-04-01,FORMOSA,21473
2018-04-01,JUJUY,17662
2018-04-01,LA PAMPA,25234
2018-04-01,LA RIOJA,17199
2018-04-01,MENDOZA,20000
2018-04-01,MISIONES,19692
2018-04-01,NEUQUEN,31987
2018-04-01,RIO NEGRO,24234
2018-04-01,SALTA,21422
2018-04-01,SAN JUAN,21446
2018-04-01,SAN LUIS,21508
2018-04-01,SANTA CRUZ,39113
2018-04-01,SANTA FE,23969
2018-04-01,SANTIAGO DEL ESTERO,16428
2018-04-01,TIERRA DEL FUEGO,40316
2018-04-01,TUCUMAN,16390
2018-05-01,BUENOS AIRES,25082
2018-05-01,CAPITAL FEDERAL,27262
2018-05-01,CATAMARCA,19571
2018-05-01,CHACO,22292
2018-05-01,CHUBUT,31096
2018-05-01,CORDOBA,24641
2018-05-01,CORRIENTES,20769
2018-05-01,ENTRE RIOS,22643
2018-05-01,FORMOSA,21623
2018-05-01,JUJUY,17693
2018-05-01,LA PAMPA,25799
2018-05-01,LA RIOJA,17853
2018-05-01,MENDOZA,20930
2018-05-01,MISIONES,20079
2018-05-01,NEUQUEN,33193
2018-05-01,RIO NEGRO,24212
2018-05-01,SALTA,22020
2018-05-01,SAN JUAN,21920
2018-05-01,SAN LUIS,22045
2018-05-01,SANTA CRUZ,40837
2018-05-01,SANTA FE,25388
2018-05-01,SANTIAGO DEL ESTERO,16744
2018-05-01,TIERRA DEL FUEGO,41328
2018-05-01,TUCUMAN,16439
2018-06-01,BUENOS AIRES,36041
2018-06-01,CAPITAL FEDERAL,40356
2018-06-01,CATAMARCA,28829
2018-06-01,CHACO,31690
2018-06-01,CHUBUT,42044
2018-06-01,CORDOBA,36364
2018-06-01,CORRIENTES,30142
2018-06-01,ENTRE RIOS,32538
2018-06-01,FORMOSA,30140
2018-06-01,JUJUY,26024
2018-06-01,LA PAMPA,37754
2018-06-01,LA RIOJA,26127
2018-06-01,MENDOZA,29326
2018-06-01,MISIONES,25739
2018-06-01,NEUQUEN,47871
2018-06-01,RIO NEGRO,34579
2018-06-01,SALTA,31930
2018-06-01,SAN JUAN,32128
2018-06-01,SAN LUIS,32152
2018-06-01,SANTA CRUZ,58744
2018-06-01,SANTA FE,36021
2018-06-01,SANTIAGO DEL ESTERO,23919
2018-06-01,TIERRA DEL FUEGO,53217
2018-06-01,TUCUMAN,24031
2018-07-01,BUENOS AIRES,26064
2018-07-01,CAPITAL FEDERAL,28421
2018-07-01,CATAMARCA,20869
2018-07-01,CHACO,22799
2018-07-01,CHUBUT,33591
2018-07-01,CORDOBA,25389
2018-07-01,CORRIENTES,22741
2018-07-01,ENTRE RIOS,23853
2018-07-01,FORMOSA,22563
2018-07-01,JUJUY,18975
2018-07-01,LA PAMPA,27108
2018-07-01,LA RIOJA,19167
2018-07-01,MENDOZA,21464
2018-07-01,MISIONES,20750
2018-07-01,NEUQUEN,35591
2018-07-01,RIO NEGRO,25172
2018-07-01,SALTA,22870
2018-07-01,SAN JUAN,22546
2018-07-01,SAN LUIS,22993
2018-07-01,SANTA CRUZ,43665
2018-07-01,SANTA FE,25445
2018-07-01,SANTIAGO DEL ESTERO,16726
2018-07-01,TIERRA DEL FUEGO,41250
2018-07-01,TUCUMAN,17030
2018-08-01,BUENOS AIRES,26955
2018-08-01,CAPITAL FEDERAL,29452
2018-08-01,CATAMARCA,20940
2018-08-01,CHACO,23411
2018-08-01,CHUBUT,34934
2018-08-01,CORDOBA,26291
2018-08-01,CORRIENTES,23131
2018-08-01,ENTRE RIOS,24268
2018-08-01,FORMOSA,23390
2018-08-01,JUJUY,18854
2018-08-01,LA PAMPA,27187
2018-08-01,LA RIOJA,19441
2018-08-01,MENDOZA,22404
2018-08-01,MISIONES,21431
2018-08-01,NEUQUEN,36181
2018-08-01,RIO NEGRO,25827
2018-08-01,SALTA,23251
2018-08-01,SAN JUAN,23352
2018-08-01,SAN LUIS,24187
2018-08-01,SANTA CRUZ,45149
2018-08-01,SANTA FE,26274
2018-08-01,SANTIAGO DEL ESTERO,17036
2018-08-01,TIERRA DEL FUEGO,42378
2018-08-01,TUCUMAN,17398
2018-09-01,BUENOS AIRES,26786
2018-09-01,CAPITAL FEDERAL,30000
2018-09-01,CATAMARCA,21352
2018-09-01,CHACO,23970
2018-09-01,CHUBUT,34892
2018-09-01,CORDOBA,26364
2018-09-01,CORRIENTES,23474
2018-09-01,ENTRE RIOS,24767
2018-09-01,FORMOSA,23106
2018-09-01,JUJUY,19091
2018-09-01,LA PAMPA,28420
2018-09-01,LA RIOJA,19692
2018-09-01,MENDOZA,22545
2018-09-01,MISIONES,21960
2018-09-01,NEUQUEN,36605
2018-09-01,RIO NEGRO,26243
2018-09-01,SALTA,23551
2018-09-01,SAN JUAN,23933
2018-09-01,SAN LUIS,24241
2018-09-01,SANTA CRUZ,45426
2018-09-01,SANTA FE,26445
2018-09-01,SANTIAGO DEL ESTERO,16846
2018-09-01,TIERRA DEL FUEGO,42426
2018-09-01,TUCUMAN,18649
2018-10-01,BUENOS AIRES,28833
2018-10-01,CAPITAL FEDERAL,31406
2018-10-01,CATAMARCA,22249
2018-10-01,CHACO,25045
2018-10-01,CHUBUT,36927
2018-10-01,CORDOBA,28318
2018-10-01,CORRIENTES,23679
2018-10-01,ENTRE RIOS,25117
2018-10-01,FORMOSA,24202
2018-10-01,JUJUY,19264
2018-10-01,LA PAMPA,29334
2018-10-01,LA RIOJA,20312
2018-10-01,MENDOZA,23529
2018-10-01,MISIONES,23032
2018-10-01,NEUQUEN,40089
2018-10-01,RIO NEGRO,27533
2018-10-01,SALTA,24268
2018-10-01,SAN JUAN,24968
2018-10-01,SAN LUIS,24779
2018-10-01,SANTA CRUZ,47636
2018-10-01,SANTA FE,28056
2018-10-01,SANTIAGO DEL ESTERO,16945
2018-10-01,TIERRA DEL FUEGO,43620
2018-10-01,TUCUMAN,21044
2018-11-01,BUENOS AIRES,30134
2018-11-01,CAPITAL FEDERAL,33075
2018-11-01,CATAMARCA,23220
2018-11-01,CHACO,25641
2018-11-01,CHUBUT,39755
2018-11-01,CORDOBA,29602
2018-11-01,CORRIENTES,23763
2018-11-01,ENTRE RIOS,25858
2018-11-01,FORMOSA,24355
2018-11-01,JUJUY,19181
2018-11-01,LA PAMPA,31695
2018-11-01,LA RIOJA,22339
2018-11-01,MENDOZA,24705
2018-11-01,MISIONES,23713
2018-11-01,NEUQUEN,40858
2018-11-01,RIO NEGRO,27833
2018-11-01,SALTA,25055
2018-11-01,SAN JUAN,26085
2018-11-01,SAN LUIS,25985
2018-11-01,SANTA CRUZ,49030
2018-11-01,SANTA FE,29804
2018-11-01,SANTIAGO DEL ESTERO,17147
2018-11-01,TIERRA DEL FUEGO,44569
2018-11-01,TUCUMAN,21244
2018-12-01,BUENOS AIRES,44239
2018-12-01,CAPITAL FEDERAL,49071
2018-12-01,CATAMARCA,35855
2018-12-01,CHACO,36420
2018-12-01,CHUBUT,51506
2018-12-01,CORDOBA,43006
2018-12-01,CORRIENTES,35518
2018-12-01,ENTRE RIOS,39411
2018-12-01,FORMOSA,36756
2018-12-01,JUJUY,28116
2018-12-01,LA PAMPA,45653
2018-12-01,LA RIOJA,32735
2018-12-01,MENDOZA,35117
2018-12-01,MISIONES,30624
2018-12-01,NEUQUEN,59742
2018-12-01,RIO NEGRO,40441
2018-12-01,SALTA,37955
2018-12-01,SAN JUAN,38882
2018-12-01,SAN LUIS,40496
2018-12-01,SANTA CRUZ,69860
2018-12-01,SANTA FE,43023
2018-12-01,SANTIAGO DEL ESTERO,24890
2018-12-01,TIERRA DEL FUEGO,59595
2018-12-01,TUCUMAN,31079
2019-01-01,BUENOS AIRES,31740
2019-01-01,CAPITAL FEDERAL,35601
2019-01-01,CATAMARCA,24591
2019-01-01,CHACO,26390
2019-01-01,CHUBUT,42284
2019-01-01,CORDOBA,30671
2019-01-01,CORRIENTES,24476
2019-01-01,ENTRE RIOS,28935
2019-01-01,FORMOSA,25168
2019-01-01,JUJUY,19960
2019-01-01,LA PAMPA,35691
2019-01-01,LA RIOJA,22840
2019-01-01,MENDOZA,26508
2019-01-01,MISIONES,25661
2019-01-01,NEUQUEN,44812
2019-01-01,RIO NEGRO,28424
2019-01-01,SALTA,26906
2019-01-01,SAN JUAN,28383
2019-01-01,SAN LUIS,28446
2019-01-01,SANTA CRUZ,49953
2019-01-01,SANTA FE,32002
2019-01-01,SANTIAGO DEL ESTERO,17692
2019-01-01,TIERRA DEL FUEGO,44379
2019-01-01,TUCUMAN,24044
2019-02-01,BUENOS AIRES,31176
2019-02-01,CAPITAL FEDERAL,35352
2019-02-01,CATAMARCA,24275
2019-02-01,CHACO,25846
2019-02-01,CHUBUT,41854
2019-02-01,CORDOBA,30520
2019-02-01,CORRIENTES,24194
2019-02-01,ENTRE RIOS,27661
2019-02-01,FORMOSA,24929
2019-02-01,JUJUY,20064
2019-02-01,LA PAMPA,35673
2019-02-01,LA RIOJA,21133
2019-02-01,MENDOZA,26399
2019-02-01,MISIONES,26500
2019-02-01,NEUQUEN,44448
2019-02-01,RIO NEGRO,30295
2019-02-01,SALTA,27790
2019-02-01,SAN JUAN,27612
2019-02-01,SAN LUIS,28091
2019-02-01,SANTA CRUZ,50150
2019-02-01,SANTA FE,31611
2019-02-01,SANTIAGO DEL ESTERO,21339
2019-02-01,TIERRA DEL FUEGO,44754
2019-02-01,TUCUMAN,23408
2019-03-01,BUENOS AIRES,32626
2019-03-01,CAPITAL FEDERAL,36573
2019-03-01,CATAMARCA,26984
2019-03-01,CHACO,27495
2019-03-01,CHUBUT,44623
2019-03-01,CORDOBA,32352
2019-03-01,CORRIENTES,28427
2019-03-01,ENTRE RIOS,30002
2019-03-01,FORMOSA,28316
2019-03-01,JUJUY,22170
2019-03-01,LA PAMPA,36102
2019-03-01,LA RIOJA,23906
2019-03-01,MENDOZA,26344
2019-03-01,MISIONES,26618
2019-03-01,NEUQUEN,44754
2019-03-01,RIO NEGRO,32220
2019-03-01,SALTA,30100
2019-03-01,SAN JUAN,29664
2019-03-01,SAN LUIS,30183
2019-03-01,SANTA CRUZ,52580
2019-03-01,SANTA FE,32589
2019-03-01,SANTIAGO DEL ESTERO,21596
2019-03-01,TIERRA DEL FUEGO,50242
2019-03-01,TUCUMAN,23533
2019-04-01,BUENOS AIRES,33571
2019-04-01,CAPITAL FEDERAL,37291
2019-04-01,CATAMARCA,27399
2019-04-01,CHACO,28342
2019-04-01,CHUBUT,49506
2019-04-01,CORDOBA,33117
2019-04-01,CORRIENTES,28735
2019-04-01,ENTRE RIOS,30388
2019-04-01,FORMOSA,29240
2019-04-01,JUJUY,23509
2019-04-01,LA PAMPA,36452
2019-04-01,LA RIOJA,24924
2019-04-01,MENDOZA,27632
2019-04-01,MISIONES,26413
2019-04-01,NEUQUEN,47877
2019-04-01,RIO NEGRO,32734
2019-04-01,SALTA,30478
2019-04-01,SAN JUAN,30608
2019-04-01,SAN LUIS,30654
2019-04-01,SANTA CRUZ,55920
2019-04-01,SANTA FE,35514
2019-04-01,SANTIAGO DEL ESTERO,21799
2019-04-01,TIERRA DEL FUEGO,50952
2019-04-01,TUCUMAN,22394
2019-05-01,BUENOS AIRES,34980
2019-05-01,CAPITAL FEDERAL,38563
2019-05-01,CATAMARCA,27722
2019-05-01,CHACO,28953
2019-05-01,CHUBUT,49810
2019-05-01,CORDOBA,34716
2019-05-01,CORRIENTES,29473
2019-05-01,ENTRE RIOS,32971
2019-05-01,FORMOSA,29546
2019-05-01,JUJUY,25373
2019-05-01,LA PAMPA,37810
2019-05-01,LA RIOJA,25834
2019-05-01,MENDOZA,29845
2019-05-01,MISIONES,27413
2019-05-01,NEUQUEN,50152
2019-05-01,RIO NEGRO,32217
2019-05-01,SALTA,31505
2019-05-01,SAN JUAN,32036
2019-05-01,SAN LUIS,32018
2019-05-01,SANTA CRUZ,58744
2019-05-01,SANTA FE,35853
2019-05-01,SANTIAGO DEL ESTERO,22434
2019-05-01,TIERRA DEL FUEGO,52580
2019-05-01,TUCUMAN,23119
2019-06-01,BUENOS AIRES,49716
2019-06-01,CAPITAL FEDERAL,57410
2019-06-01,CATAMARCA,42461
2019-06-01,CHACO,41701
2019-06-01,CHUBUT,65484
2019-06-01,CORDOBA,50968
2019-06-01,CORRIENTES,43791
2019-06-01,ENTRE RIOS,46831
2019-06-01,FORMOSA,44630
2019-06-01,JUJUY,36368
2019-06-01,LA PAMPA,55377
2019-06-01,LA RIOJA,37954
2019-06-01,MENDOZA,42352
2019-06-01,MISIONES,34680
2019-06-01,NEUQUEN,71358
2019-06-01,RIO NEGRO,48956
2019-06-01,SALTA,47311
2019-06-01,SAN JUAN,46239
2019-06-01,SAN LUIS,46767
2019-06-01,SANTA CRUZ,84706
2019-06-01,SANTA FE,52098
2019-06-01,SANTIAGO DEL ESTERO,32401
2019-06-01,TIERRA DEL FUEGO,68147
2019-06-01,TUCUMAN,34011
2019-07-01,BUENOS AIRES,37606
2019-07-01,CAPITAL FEDERAL,41359
2019-07-01,CATAMARCA,29935
2019-07-01,CHACO,31173
2019-07-01,CHUBUT,52598
2019-07-01,CORDOBA,36470
2019-07-01,CORRIENTES,30360
2019-07-01,ENTRE RIOS,35296
2019-07-01,FORMOSA,32897
2019-07-01,JUJUY,26422
2019-07-01,LA PAMPA,40175
2019-07-01,LA RIOJA,28008
2019-07-01,MENDOZA,31576
2019-07-01,MISIONES,27893
2019-07-01,NEUQUEN,54161
2019-07-01,RIO NEGRO,35521
2019-07-01,SALTA,34115
2019-07-01,SAN JUAN,33175
2019-07-01,SAN LUIS,34310
2019-07-01,SANTA CRUZ,63232
2019-07-01,SANTA FE,37493
2019-07-01,SANTIAGO DEL ESTERO,22839
2019-07-01,TIERRA DEL FUEGO,55193
2019-07-01,TUCUMAN,27464
2019-08-01,BUENOS AIRES,38300
2019-08-01,CAPITAL FEDERAL,42716
2019-08-01,CATAMARCA,31472
2019-08-01,CHACO,32756
2019-08-01,CHUBUT,53036
2019-08-01,CORDOBA,37177
2019-08-01,CORRIENTES,30642
2019-08-01,ENTRE RIOS,35690
2019-08-01,FORMOSA,33137
2019-08-01,JUJUY,27035
2019-08-01,LA PAMPA,41193
2019-08-01,LA RIOJA,28816
2019-08-01,MENDOZA,33305
2019-08-01,MISIONES,29014
2019-08-01,NEUQUEN,55285
2019-08-01,RIO NEGRO,36723
2019-08-01,SALTA,35188
2019-08-01,SAN JUAN,34603
2019-08-01,SAN LUIS,34965
2019-08-01,SANTA CRUZ,68149
2019-08-01,SANTA FE,38344
2019-08-01,SANTIAGO DEL ESTERO,22464
2019-08-01,TIERRA DEL FUEGO,56171
2019-08-01,TUCUMAN,27029
2019-09-01,BUENOS AIRES,39672
2019-09-01,CAPITAL FEDERAL,44201
2019-09-01,CATAMARCA,32125
2019-09-01,CHACO,33963
2019-09-01,CHUBUT,53337
2019-09-01,CORDOBA,38380
2019-09-01,CORRIENTES,33122
2019-09-01,ENTRE RIOS,36074
2019-09-01,FORMOSA,34707
2019-09-01,JUJUY,27851
2019-09-01,LA PAMPA,43416
2019-09-01,LA RIOJA,29317
2019-09-01,MENDOZA,34755
2019-09-01,MISIONES,30059
2019-09-01,NEUQUEN,55851
2019-09-01,RIO NEGRO,37798
2019-09-01,SALTA,36334
2019-09-01,SAN JUAN,35892
2019-09-01,SAN LUIS,37412
2019-09-01,SANTA CRUZ,66455
2019-09-01,SANTA FE,39580
2019-09-01,SANTIAGO DEL ESTERO,22969
2019-09-01,TIERRA DEL FUEGO,56342
2019-09-01,TUCUMAN,27369
2019-10-01,BUENOS AIRES,41393
2019-10-01,CAPITAL FEDERAL,47149
2019-10-01,CATAMARCA,33956
2019-10-01,CHACO,34878
2019-10-01,CHUBUT,54472
2019-10-01,CORDOBA,39804
2019-10-01,CORRIENTES,35637
2019-10-01,ENTRE RIOS,36650
2019-10-01,FORMOSA,35023
2019-10-01,JUJUY,29793
2019-10-01,LA PAMPA,45422
2019-10-01,LA RIOJA,30786
2019-10-01,MENDOZA,35637
2019-10-01,MISIONES,31252
2019-10-01,NEUQUEN,60891
2019-10-01,RIO NEGRO,39300
2019-10-01,SALTA,37510
2019-10-01,SAN JUAN,37794
2019-10-01,SAN LUIS,39824
2019-10-01,SANTA CRUZ,71139
2019-10-01,SANTA FE,41400
2019-10-01,SANTIAGO DEL ESTERO,23367
2019-10-01,TIERRA DEL FUEGO,57429
2019-10-01,TUCUMAN,32904
2019-11-01,BUENOS AIRES,41877
2019-11-01,CAPITAL FEDERAL,46624
2019-11-01,CATAMARCA,34740
2019-11-01,CHACO,35809
2019-11-01,CHUBUT,58515
2019-11-01,CORDOBA,40201
2019-11-01,CORRIENTES,35822
2019-11-01,ENTRE RIOS,38311
2019-11-01,FORMOSA,35638
2019-11-01,JUJUY,29819
2019-11-01,LA PAMPA,46038
2019-11-01,LA RIOJA,30742
2019-11-01,MENDOZA,36259
2019-11-01,MISIONES,31370
2019-11-01,NEUQUEN,61771
2019-11-01,RIO NEGRO,38956
2019-11-01,SALTA,38311
2019-11-01,SAN JUAN,39012
2019-11-01,SAN LUIS,39544
2019-11-01,SANTA CRUZ,69673
2019-11-01,SANTA FE,41998
2019-11-01,SANTIAGO DEL ESTERO,23458
2019-11-01,TIERRA DEL FUEGO,66325
2019-11-01,TUCUMAN,31961
2019-12-01,BUENOS AIRES,60104
2019-12-01,CAPITAL FEDERAL,69336
2019-12-01,CATAMARCA,53171
2019-12-01,CHACO,50205
2019-12-01,CHUBUT,78182
2019-12-01,CORDOBA,60080
2019-12-01,CORRIENTES,52325
2019-12-01,ENTRE RIOS,56263
2019-12-01,FORMOSA,48662
2019-12-01,JUJUY,41696
2019-12-01,LA PAMPA,67751
2019-12-01,LA RIOJA,43902
2019-12-01,MENDOZA,52030
2019-12-01,MISIONES,40377
2019-12-01,NEUQUEN,90307
2019-12-01,RIO NEGRO,57272
2019-12-01,SALTA,57813
2019-12-01,SAN JUAN,58401
2019-12-01,SAN LUIS,58345
2019-12-01,SANTA CRUZ,101869
2019-12-01,SANTA FE,62245
2019-12-01,SANTIAGO DEL ESTERO,34267
2019-12-01,TIERRA DEL FUEGO,76240
2019-12-01,TUCUMAN,46518
2020-01-01,BUENOS AIRES,45953
2020-01-01,CAPITAL FEDERAL,51424
2020-01-01,CATAMARCA,37083
2020-01-01,CHACO,36628
2020-01-01,CHUBUT,63484
2020-01-01,CORDOBA,44261
2020-01-01,CORRIENTES,36539
2020-01-01,ENTRE RIOS,42007
2020-01-01,FORMOSA,36274
2020-01-01,JUJUY,30133
2020-01-01,LA PAMPA,54031
2020-01-01,LA RIOJA,31596
2020-01-01,MENDOZA,40668
2020-01-01,MISIONES,32183
2020-01-01,NEUQUEN,68114
2020-01-01,RIO NEGRO,40131
2020-01-01,SALTA,40981
2020-01-01,SAN JUAN,44000
2020-01-01,SAN LUIS,41922
2020-01-01,SANTA CRUZ,74289
2020-01-01,SANTA FE,47060
2020-01-01,SANTIAGO DEL ESTERO,24367
2020-01-01,TIERRA DEL FUEGO,57772
2020-01-01,TUCUMAN,33552
2020-02-01,BUENOS AIRES,46954
2020-02-01,CAPITAL FEDERAL,53266
2020-02-01,CATAMARCA,37499
2020-02-01,CHACO,36846
2020-02-01,CHUBUT,65158
2020-02-01,CORDOBA,44884
2020-02-01,CORRIENTES,37153
2020-02-01,ENTRE RIOS,43534
2020-02-01,FORMOSA,36334
2020-02-01,JUJUY,31285
2020-02-01,LA PAMPA,53229
2020-02-01,LA RIOJA,29607
2020-02-01,MENDOZA,41010
2020-02-01,MISIONES,35745
2020-02-01,NEUQUEN,68448
2020-02-01,RIO NEGRO,45182
2020-02-01,SALTA,42261
2020-02-01,SAN JUAN,45129
2020-02-01,SAN LUIS,42399
2020-02-01,SANTA CRUZ,75192
2020-02-01,SANTA FE,47877
2020-02-01,SANTIAGO DEL ESTERO,24517
2020-02-01,TIERRA DEL FUEGO,64298
2020-02-01,TUCUMAN,34309
2020-03-01,BUENOS AIRES,48534
2020-03-01,CAPITAL FEDERAL,54000
2020-03-01,CATAMARCA,37753
2020-03-01,CHACO,38622
2020-03-01,CHUBUT,65289
2020-03-01,CORDOBA,46258
2020-03-01,CORRIENTES,39564
2020-03-01,ENTRE RIOS,44876
2020-03-01,FORMOSA,39059
2020-03-01,JUJUY,31019
2020-03-01,LA PAMPA,52183
2020-03-01,LA RIOJA,29883
2020-03-01,MENDOZA,39675
2020-03-01,MISIONES,36276
2020-03-01,NEUQUEN,67860
2020-03-01,RIO NEGRO,46572
2020-03-01,SALTA,46171
2020-03-01,SAN JUAN,45634
2020-03-01,SAN LUIS,45570
2020-03-01,SANTA CRUZ,78703
2020-03-01,SANTA FE,48981
2020-03-01,SANTIAGO DEL ESTERO,31690
2020-03-01,TIERRA DEL FUEGO,65522
2020-03-01,TUCUMAN,33399
2020-04-01,BUENOS AIRES,47380
2020-04-01,CAPITAL FEDERAL,53468
2020-04-01,CATAMARCA,36973
2020-04-01,CHACO,39331
2020-04-01,CHUBUT,64039
2020-04-01,CORDOBA,46185
2020-04-01,CORRIENTES,42293
2020-04-01,ENTRE RIOS,44815
2020-04-01,FORMOSA,40130
2020-04-01,JUJUY,31013
2020-04-01,LA PAMPA,51854
2020-04-01,LA RIOJA,30634
2020-04-01,MENDOZA,39871
2020-04-01,MISIONES,35000
2020-04-01,NEUQUEN,64081
2020-04-01,RIO NEGRO,44396
2020-04-01,SALTA,45367
2020-04-01,SAN JUAN,45453
2020-04-01,SAN LUIS,44675
2020-04-01,SANTA CRUZ,71059
2020-04-01,SANTA FE,48490
2020-04-01,SANTIAGO DEL ESTERO,30431
2020-04-01,TIERRA DEL FUEGO,60483
2020-04-01,TUCUMAN,32406
2020-05-01,BUENOS AIRES,47721
2020-05-01,CAPITAL FEDERAL,53565
2020-05-01,CATAMARCA,37782
2020-05-01,CHACO,39622
2020-05-01,CHUBUT,64995
2020-05-01,CORDOBA,46565
2020-05-01,CORRIENTES,42574
2020-05-01,ENTRE RIOS,45187
2020-05-01,FORMOSA,39989
2020-05-01,JUJUY,31396
2020-05-01,LA PAMPA,52504
2020-05-01,LA RIOJA,31359
2020-05-01,MENDOZA,40832
2020-05-01,MISIONES,35434
2020-05-01,NEUQUEN,64188
2020-05-01,RIO NEGRO,44954
2020-05-01,SALTA,46654
2020-05-01,SAN JUAN,46018
2020-05-01,SAN LUIS,46140
2020-05-01,SANTA CRUZ,74360
2020-05-01,SANTA FE,49063
2020-05-01,SANTIAGO DEL ESTERO,31646
2020-05-01,TIERRA DEL FUEGO,65477
2020-05-01,TUCUMAN,33529
2020-06-01,BUENOS AIRES,72226
2020-06-01,CAPITAL FEDERAL,79801
2020-06-01,CATAMARCA,56422
2020-06-01,CHACO,57684
2020-06-01,CHUBUT,87770
2020-06-01,CORDOBA,70472
2020-06-01,CORRIENTES,62112
2020-06-01,ENTRE RIOS,64890
2020-06-01,FORMOSA,56417
2020-06-01,JUJUY,46675
2020-06-01,LA PAMPA,77785
2020-06-01,LA RIOJA,46875
2020-06-01,MENDOZA,53862
2020-06-01,MISIONES,45951
2020-06-01,NEUQUEN,95495
2020-06-01,RIO NEGRO,64632
2020-06-01,SALTA,69894
2020-06-01,SAN JUAN,68581
2020-06-01,SAN LUIS,69586
2020-06-01,SANTA CRUZ,102984
2020-06-01,SANTA FE,73099
2020-06-01,SANTIAGO DEL ESTERO,46845
2020-06-01,TIERRA DEL FUEGO,84710
2020-06-01,TUCUMAN,48601
2020-07-01,BUENOS AIRES,49856
2020-07-01,CAPITAL FEDERAL,55103
2020-07-01,CATAMARCA,38963
2020-07-01,CHACO,39744
2020-07-01,CHUBUT,69394
2020-07-01,CORDOBA,48560
2020-07-01,CORRIENTES,45533
2020-07-01,ENTRE RIOS,46390
2020-07-01,FORMOSA,40563
2020-07-01,JUJUY,33594
2020-07-01,LA PAMPA,55499
2020-07-01,LA RIOJA,34513
2020-07-01,MENDOZA,42244
2020-07-01,MISIONES,36567
2020-07-01,NEUQUEN,66753
2020-07-01,RIO NEGRO,44950
2020-07-01,SALTA,50480
2020-07-01,SAN JUAN,46843
2020-07-01,SAN LUIS,48426
2020-07-01,SANTA CRUZ,76237
2020-07-01,SANTA FE,50540
2020-07-01,SANTIAGO DEL ESTERO,32554
2020-07-01,TIERRA DEL FUEGO,73808
2020-07-01,TUCUMAN,35202
2020-08-01,BUENOS AIRES,50729
2020-08-01,CAPITAL FEDERAL,56646
2020-08-01,CATAMARCA,39504
2020-08-01,CHACO,40546
2020-08-01,CHUBUT,70500
2020-08-01,CORDOBA,49862
2020-08-01,CORRIENTES,45507
2020-08-01,ENTRE RIOS,46371
2020-08-01,FORMOSA,44789
2020-08-01,JUJUY,33431
2020-08-01,LA PAMPA,55774
2020-08-01,LA RIOJA,34215
2020-08-01,MENDOZA,42585
2020-08-01,MISIONES,36943
2020-08-01,NEUQUEN,66960
2020-08-01,RIO NEGRO,45499
2020-08-01,SALTA,51056
2020-08-01,SAN JUAN,47014
2020-08-01,SAN LUIS,48666
2020-08-01,SANTA CRUZ,77913
2020-08-01,SANTA FE,50955
2020-08-01,SANTIAGO DEL ESTERO,32599
2020-08-01,TIERRA DEL FUEGO,69586
2020-08-01,TUCUMAN,34678
2020-09-01,BUENOS AIRES,51990
2020-09-01,CAPITAL FEDERAL,57631
2020-09-01,CATAMARCA,40160
2020-09-01,CHACO,42979
2020-09-01,CHUBUT,70282
2020-09-01,CORDOBA,50044
2020-09-01,CORRIENTES,45749
2020-09-01,ENTRE RIOS,46670
2020-09-01,FORMOSA,43754
2020-09-01,JUJUY,33737
2020-09-01,LA PAMPA,57134
2020-09-01,LA RIOJA,35026
2020-09-01,MENDOZA,46466
2020-09-01,MISIONES,44302
2020-09-01,NEUQUEN,67906
2020-09-01,RIO NEGRO,49263
2020-09-01,SALTA,51230
2020-09-01,SAN JUAN,47485
2020-09-01,SAN LUIS,49622
2020-09-01,SANTA CRUZ,81109
2020-09-01,SANTA FE,52699
2020-09-01,SANTIAGO DEL ESTERO,32888
2020-09-01,TIERRA DEL FUEGO,75785
2020-09-01,TUCUMAN,36199
2020-10-01,BUENOS AIRES,56324
2020-10-01,CAPITAL FEDERAL,60570
2020-10-01,CATAMARCA,43744
2020-10-01,CHACO,43975
2020-10-01,CHUBUT,73457
2020-10-01,CORDOBA,53043
2020-10-01,CORRIENTES,50310
2020-10-01,ENTRE RIOS,49592
2020-10-01,FORMOSA,44130
2020-10-01,JUJUY,34955
2020-10-01,LA PAMPA,60001
2020-10-01,LA RIOJA,35782
2020-10-01,MENDOZA,46443
2020-10-01,MISIONES,46430
2020-10-01,NEUQUEN,70433
2020-10-01,RIO NEGRO,53014
2020-10-01,SALTA,53829
2020-10-01,SAN JUAN,50538
2020-10-01,SAN LUIS,52491
2020-10-01,SANTA CRUZ,89549
2020-10-01,SANTA FE,57242
2020-10-01,SANTIAGO DEL ESTERO,33285
2020-10-01,TIERRA DEL FUEGO,79725
2020-10-01,TUCUMAN,38112
2020-11-01,BUENOS AIRES,56363
2020-11-01,CAPITAL FEDERAL,61577
2020-11-01,CATAMARCA,44105
2020-11-01,CHACO,44156
2020-11-01,CHUBUT,74389
2020-11-01,CORDOBA,54902
2020-11-01,CORRIENTES,50948
2020-11-01,ENTRE RIOS,50690
2020-11-01,FORMOSA,45863
2020-11-01,JUJUY,36164
2020-11-01,LA PAMPA,61044
2020-11-01,LA RIOJA,35940
2020-11-01,MENDOZA,45054
2020-11-01,MISIONES,47337
