fecha,zona_prov,w_median
2023-07-01,CATAMARCA,232211
2023-07-01,CHACO,252884
2023-07-01,CHUBUT,354982
2023-07-01,CORDOBA,274781
2023-07-01,CORRIENTES,260000
2023-07-01,ENTRE RIOS,284179
2023-07-01,FORMOSA,257288
2023-07-01,JUJUY,185370
2023-07-01,LA PAMPA,297064
2023-07-01,LA RIOJA,158755
2023-07-01,MENDOZA,224076
2023-07-01,MISIONES,251877
2023-07-01,NEUQUEN,436666
2023-07-01,RIO NEGRO,312712
2023-07-01,SALTA,292984
2023-07-01,SAN JUAN,276631
2023-07-01,SAN LUIS,264201
2023-07-01,SANTA CRUZ,488453
2023-07-01,SANTA FE,287616
2023-07-01,SANTIAGO DEL ESTERO,177062
2023-07-01,TIERRA DEL FUEGO,412821
2023-07-01,TUCUMAN,161249
2023-08-01,BUENOS AIRES,324059
2023-08-01,CAPITAL FEDERAL,356976
2023-08-01,CATAMARCA,256208
2023-08-01,CHACO,279813
2023-08-01,CHUBUT,390893
2023-08-01,CORDOBA,313977
2023-08-01,CORRIENTES,274451
2023-08-01,ENTRE RIOS,314029
2023-08-01,FORMOSA,273730
2023-08-01,JUJUY,201466
2023-08-01,LA PAMPA,330565
2023-08-01,LA RIOJA,180832
2023-08-01,MENDOZA,258258
2023-08-01,MISIONES,282189
2023-08-01,NEUQUEN,468852
2023-08-01,RIO NEGRO,349650
2023-08-01,SALTA,326132
2023-08-01,SAN JUAN,313052
2023-08-01,SAN LUIS,299848
2023-08-01,SANTA CRUZ,515112
2023-08-01,SANTA FE,333631
2023-08-01,SANTIAGO DEL ESTERO,184792
2023-08-01,TIERRA DEL FUEGO,474468
2023-08-01,TUCUMAN,185385
2023-09-01,BUENOS AIRES,363401
2023-09-01,CAPITAL FEDERAL,400000
2023-09-01,CATAMARCA,284420
2023-09-01,CHACO,301918
2023-09-01,CHUBUT,426855
2023-09-01,CORDOBA,359186
2023-09-01,CORRIENTES,311048
2023-09-01,ENTRE RIOS,350781
2023-09-01,FORMOSA,310609
2023-09-01,JUJUY,213707
2023-09-01,LA PAMPA,371211
2023-09-01,LA RIOJA,189067
2023-09-01,MENDOZA,280954
2023-09-01,MISIONES,299361
2023-09-01,NEUQUEN,488044
2023-09-01,RIO NEGRO,381805
2023-09-01,SALTA,364094
2023-09-01,SAN JUAN,342982
2023-09-01,SAN LUIS,365516
2023-09-01,SANTA CRUZ,563409
2023-09-01,SANTA FE,358076
2023-09-01,SANTIAGO DEL ESTERO,239059
2023-09-01,TIERRA DEL FUEGO,513986
2023-09-01,TUCUMAN,209614
2023-10-01,BUENOS AIRES,379520
2023-10-01,CAPITAL FEDERAL,426792
2023-10-01,CATAMARCA,292859
2023-10-01,CHACO,337397
2023-10-01,CHUBUT,461521
2023-10-01,CORDOBA,371832
2023-10-01,CORRIENTES,317357
2023-10-01,ENTRE RIOS,368888
2023-10-01,FORMOSA,319197
2023-10-01,JUJUY,218124
2023-10-01,LA PAMPA,393482
2023-10-01,LA RIOJA,191840
2023-10-01,MENDOZA,286763
2023-10-01,MISIONES,347345
2023-10-01,NEUQUEN,575760
2023-10-01,RIO NEGRO,419810
2023-10-01,SALTA,401872
2023-10-01,SAN JUAN,384559
2023-10-01,SAN LUIS,396214
2023-10-01,SANTA CRUZ,602653
2023-10-01,SANTA FE,378748
2023-10-01,SANTIAGO DEL ESTERO,236402
2023-10-01,TIERRA DEL FUEGO,537799
2023-10-01,TUCUMAN,226621
2023-11-01,BUENOS AIRES,419605
2023-11-01,CAPITAL FEDERAL,470700
2023-11-01,CATAMARCA,316201
2023-11-01,CHACO,357069
2023-11-01,CHUBUT,500000
2023-11-01,CORDOBA,410147
2023-11-01,CORRIENTES,363003
2023-11-01,ENTRE RIOS,394963
2023-11-01,FORMOSA,336058
2023-11-01,JUJUY,229488
2023-11-01,LA PAMPA,426168
2023-11-01,LA RIOJA,201227
2023-11-01,MENDOZA,311223
2023-11-01,MISIONES,363205
2023-11-01,NEUQUEN,628533
2023-11-01,RIO NEGRO,454010
2023-11-01,SALTA,420980
2023-11-01,SAN JUAN,424935
2023-11-01,SAN LUIS,429033
2023-11-01,SANTA CRUZ,705742
2023-11-01,SANTA FE,430625
2023-11-01,SANTIAGO DEL ESTERO,241202
2023-11-01,TIERRA DEL FUEGO,600605
2023-11-01,TUCUMAN,245116
